ensembl_id,gene_symbol
ENSGALG00000023791,
ENSGALG00000023793,
ENSGALG00000023801,
ENSGALG00000023806,PITPNA
ENSGALG00000023812,CCNI2
ENSGALG00000023813,
ENSGALG00000023819,
ENSGALG00000023821,DHX58
ENSGALG00000023822,IL5
ENSGALG00000023824,
ENSGALG00000023828,LDHD
ENSGALG00000023833,C22orf39
ENSGALG00000023834,JPH2
ENSGALG00000023838,MEGF9
ENSGALG00000023842,
ENSGALG00000023843,FRMD7
ENSGALG00000023844,
ENSGALG00000023846,
ENSGALG00000023847,HAP1
ENSGALG00000023852,
ENSGALG00000023855,KRT14
ENSGALG00000023857,ULK3
ENSGALG00000023859,RPP25
ENSGALG00000023866,
ENSGALG00000023868,
ENSGALG00000023869,
ENSGALG00000023872,FAM129B
ENSGALG00000023876,PRKCQ
ENSGALG00000023879,
ENSGALG00000023881,PLXDC1
ENSGALG00000023882,MALL
ENSGALG00000023886,ZNF804A
ENSGALG00000023897,RGS21
ENSGALG00000023898,PLEKHG4
ENSGALG00000023904,FIBIN
ENSGALG00000023905,
ENSGALG00000023906,RNF223
ENSGALG00000023909,ENTPD2
ENSGALG00000023918,
ENSGALG00000023919,HS3ST2
ENSGALG00000023920,PHYKPL
ENSGALG00000023921,UPK3B
ENSGALG00000023924,
ENSGALG00000023925,
ENSGALG00000023927,
ENSGALG00000023930,
ENSGALG00000023933,G0S2
ENSGALG00000023934,
ENSGALG00000023936,
ENSGALG00000023937,CMC4
ENSGALG00000023939,
ENSGALG00000023942,
ENSGALG00000023946,
ENSGALG00000023950,CR1L
ENSGALG00000023953,
ENSGALG00000023958,YOD1
ENSGALG00000023959,
ENSGALG00000023961,GDF8
ENSGALG00000023969,
ENSGALG00000023973,
ENSGALG00000023975,SLC25A39
ENSGALG00000023981,LMF2
ENSGALG00000023982,DNAJC17
ENSGALG00000023986,
ENSGALG00000023988,RPUSD2
ENSGALG00000024000,AGTR1
ENSGALG00000024004,C8G
ENSGALG00000024007,
ENSGALG00000024011,EX-FABP
ENSGALG00000024012,TDRKH
ENSGALG00000024014,FAM83C
ENSGALG00000024018,
ENSGALG00000024020,
ENSGALG00000024022,
ENSGALG00000024024,TGFA
ENSGALG00000024029,
ENSGALG00000024031,CYB561
ENSGALG00000024033,PHLDB1
ENSGALG00000024034,PI4KB
ENSGALG00000024035,
ENSGALG00000024039,
ENSGALG00000024040,ANKMY1
ENSGALG00000024041,FAHD1
ENSGALG00000024047,MYCL
ENSGALG00000024048,
ENSGALG00000024049,RAB33A
ENSGALG00000024051,
ENSGALG00000024053,ICMT
ENSGALG00000024056,CHST3
ENSGALG00000024059,PGA
ENSGALG00000024062,RPRML
ENSGALG00000024063,
ENSGALG00000024064,
ENSGALG00000024067,
ENSGALG00000024070,
ENSGALG00000024072,AMICA1
ENSGALG00000024075,IL10R1
ENSGALG00000024076,FEN1
ENSGALG00000024077,CRYBG3
ENSGALG00000024078,
ENSGALG00000024081,TGIF2
ENSGALG00000024082,SMCR8
ENSGALG00000024083,C8orf4
ENSGALG00000024085,IDO2
ENSGALG00000024090,UNC93B1
ENSGALG00000024094,UBAP2L
ENSGALG00000024095,
ENSGALG00000024097,AGBL2
ENSGALG00000024101,DNAJC30
ENSGALG00000024103,TACC1
ENSGALG00000024104,
ENSGALG00000024106,
ENSGALG00000024107,
ENSGALG00000024112,PSMD11
ENSGALG00000024118,SLAMF1
ENSGALG00000024120,VANGL2
ENSGALG00000024122,TNFRSF13B
ENSGALG00000024128,NCAPH
ENSGALG00000024135,
ENSGALG00000024136,
ENSGALG00000024138,
ENSGALG00000024141,
ENSGALG00000024153,NLRX1
ENSGALG00000024155,
ENSGALG00000024159,
ENSGALG00000024170,
ENSGALG00000024171,HRH2
ENSGALG00000024172,THOC3
ENSGALG00000024217,
ENSGALG00000024243,
ENSGALG00000024248,
ENSGALG00000024254,
ENSGALG00000024255,
ENSGALG00000024259,B4GAL-T7
ENSGALG00000024260,
ENSGALG00000024261,NHP2
ENSGALG00000024264,C19orf45
ENSGALG00000024265,
ENSGALG00000024266,
ENSGALG00000024271,ECHS1
ENSGALG00000024272,
ENSGALG00000024273,PGPEP1
ENSGALG00000024285,BKJ
ENSGALG00000024286,
ENSGALG00000024288,
ENSGALG00000024289,
ENSGALG00000024292,
ENSGALG00000024294,FOXC1
ENSGALG00000024295,
ENSGALG00000024296,
ENSGALG00000024298,ADAMTSL5
ENSGALG00000024306,
ENSGALG00000024315,
ENSGALG00000024318,TMEM200B
ENSGALG00000024319,
ENSGALG00000024326,RPUSD4
ENSGALG00000024328,FSTL3
ENSGALG00000024332,CDC34
ENSGALG00000024335,
ENSGALG00000024338,H2AFX
ENSGALG00000024340,
ENSGALG00000024343,
ENSGALG00000024346,FAM46B
ENSGALG00000024348,
ENSGALG00000024355,
ENSGALG00000024357,B-G
ENSGALG00000024365,
ENSGALG00000024367,
ENSGALG00000024368,AMH
ENSGALG00000024369,
ENSGALG00000024370,
ENSGALG00000024372,BFIV21
ENSGALG00000024378,ZNF414
ENSGALG00000024379,
ENSGALG00000024381,
ENSGALG00000024391,CACTIN
ENSGALG00000024395,
ENSGALG00000024396,NEUROD4
ENSGALG00000024397,
ENSGALG00000024398,RPS28
ENSGALG00000024400,
ENSGALG00000024401,
ENSGALG00000024405,
ENSGALG00000024406,
ENSGALG00000024408,
ENSGALG00000024411,C9H2ORF82
ENSGALG00000024413,
ENSGALG00000024418,
ENSGALG00000024420,
ENSGALG00000024425,
ENSGALG00000024426,
ENSGALG00000024428,C18H17ORF67
ENSGALG00000024430,C11orf88
ENSGALG00000024437,
ENSGALG00000024441,
ENSGALG00000024447,NMB
ENSGALG00000024449,RAMP2
ENSGALG00000024460,
ENSGALG00000024466,
ENSGALG00000024469,PPP1R14D
ENSGALG00000024470,CCLI5
ENSGALG00000024478,ZMAT1
ENSGALG00000024479,POGZ
ENSGALG00000024480,TIMMDC1
ENSGALG00000024481,APITD1
ENSGALG00000024482,LEPROTL1
ENSGALG00000024483,HSBP1L1
ENSGALG00000024484,
ENSGALG00000024485,BET1
ENSGALG00000024486,C4orf48
ENSGALG00000024487,C8orf22
ENSGALG00000024488,CD99
ENSGALG00000024489,
ENSGALG00000024490,TMEM156
ENSGALG00000024492,gga-mir-183
ENSGALG00000024494,
ENSGALG00000024497,gga-mir-146c
ENSGALG00000024498,gga-mir-214
ENSGALG00000024507,gga-mir-22
ENSGALG00000024565,SNORA32
ENSGALG00000024572,SNORA54
ENSGALG00000024592,SNORA66
ENSGALG00000024609,SNORD73
ENSGALG00000024621,SNORD72
ENSGALG00000024631,SNORD67
ENSGALG00000024697,SNORD70
ENSGALG00000024701,SNORD103
ENSGALG00000024749,U2
ENSGALG00000024758,SNORD38
ENSGALG00000024768,SNORD59
ENSGALG00000024773,SNORD66
ENSGALG00000024871,SNORD65
ENSGALG00000024890,SNORD101
ENSGALG00000024896,SNORD66
ENSGALG00000024938,SNORD58
ENSGALG00000024964,SNORA53
ENSGALG00000024970,7SK
ENSGALG00000024979,SNORD58
ENSGALG00000025003,snoU2-30
ENSGALG00000025014,SNORD61
ENSGALG00000025021,snoZ30
ENSGALG00000025086,SNORD50
ENSGALG00000025089,snoMBII-202
ENSGALG00000025093,SNORD70
ENSGALG00000025103,SNORA54
ENSGALG00000025113,
ENSGALG00000025121,
ENSGALG00000025131,
ENSGALG00000025149,gga-mir-1663
ENSGALG00000025150,gga-mir-1702
ENSGALG00000025151,gga-mir-1571
ENSGALG00000025153,gga-mir-1606
ENSGALG00000025154,gga-mir-1659
ENSGALG00000025156,gga-mir-1615
ENSGALG00000025158,gga-mir-1620
ENSGALG00000025160,gga-mir-1614
ENSGALG00000025161,gga-mir-1460
ENSGALG00000025162,
ENSGALG00000025165,SNORD90
ENSGALG00000025169,
ENSGALG00000025170,gga-mir-1466
ENSGALG00000025171,gga-mir-1605
ENSGALG00000025172,SNORA81
ENSGALG00000025173,gga-mir-1676
ENSGALG00000025174,gga-mir-1771
ENSGALG00000025176,gga-mir-1768
ENSGALG00000025177,gga-mir-1806
ENSGALG00000025178,gga-mir-1808
ENSGALG00000025180,
ENSGALG00000025181,gga-mir-1778
ENSGALG00000025182,gga-mir-1812
ENSGALG00000025184,gga-mir-1666
ENSGALG00000025185,SNORA35
ENSGALG00000025186,gga-mir-1572
ENSGALG00000025187,gga-mir-1707
ENSGALG00000025188,gga-mir-1662
ENSGALG00000025191,gga-mir-1650
ENSGALG00000025192,U6atac
ENSGALG00000025193,7SK
ENSGALG00000025194,gga-mir-1742
ENSGALG00000025197,gga-mir-1673
ENSGALG00000025198,gga-mir-1708
ENSGALG00000025199,gga-mir-1555
ENSGALG00000025200,gga-mir-1721
ENSGALG00000025201,gga-mir-1706
ENSGALG00000025202,gga-mir-1671
ENSGALG00000025203,gga-mir-1754
ENSGALG00000025204,SNORD93
ENSGALG00000025205,SNORD102
ENSGALG00000025206,gga-mir-1737
ENSGALG00000025207,gga-mir-1462
ENSGALG00000025208,gga-mir-1800
ENSGALG00000025211,gga-mir-1589
ENSGALG00000025212,U11
ENSGALG00000025213,gga-mir-1709
ENSGALG00000025216,gga-mir-1645
ENSGALG00000025217,gga-mir-1697
ENSGALG00000025218,gga-mir-1681
ENSGALG00000025219,gga-mir-1452
ENSGALG00000025220,gga-mir-1644
ENSGALG00000025221,gga-mir-449b
ENSGALG00000025222,gga-mir-1649
ENSGALG00000025224,gga-mir-1683
ENSGALG00000025225,gga-mir-1583
ENSGALG00000025226,gga-mir-1726
ENSGALG00000025227,gga-mir-1704
ENSGALG00000025229,gga-mir-1558
ENSGALG00000025230,
ENSGALG00000025231,gga-mir-1734
ENSGALG00000025233,gga-mir-1722
ENSGALG00000025234,gga-mir-1696
ENSGALG00000025237,SNORD82
ENSGALG00000025238,gga-mir-1570
ENSGALG00000025239,gga-mir-1623
ENSGALG00000025240,gga-mir-1661
ENSGALG00000025241,gga-mir-1801
ENSGALG00000025242,gga-mir-1574
ENSGALG00000025243,gga-mir-1675
ENSGALG00000025244,gga-mir-1733
ENSGALG00000025245,gga-mir-1655
ENSGALG00000025248,gga-mir-1782
ENSGALG00000025250,gga-mir-1679
ENSGALG00000025253,gga-mir-1694
ENSGALG00000025255,gga-mir-1562
ENSGALG00000025256,
ENSGALG00000025257,gga-mir-1674
ENSGALG00000025260,gga-mir-1764
ENSGALG00000025261,gga-mir-1584
ENSGALG00000025264,gga-mir-1573
ENSGALG00000025266,gga-mir-1740
ENSGALG00000025268,gga-mir-1658
ENSGALG00000025269,gga-mir-1635
ENSGALG00000025270,SNORA52
ENSGALG00000025271,gga-mir-1306
ENSGALG00000025274,gga-mir-1789
ENSGALG00000025275,gga-mir-1553
ENSGALG00000025277,
ENSGALG00000025278,gga-mir-449c
ENSGALG00000025279,gga-mir-1813-2
ENSGALG00000025281,gga-mir-1648
ENSGALG00000025282,SNORD100
ENSGALG00000025283,SNORD98
ENSGALG00000025284,SNORD89
ENSGALG00000025285,gga-mir-1657
ENSGALG00000025287,gga-mir-1618
ENSGALG00000025288,gga-mir-1796
ENSGALG00000025290,
ENSGALG00000025291,gga-mir-1354
ENSGALG00000025292,gga-mir-1693
ENSGALG00000025293,gga-mir-1567
ENSGALG00000025294,gga-mir-1625
ENSGALG00000025296,gga-mir-1453
ENSGALG00000025297,gga-mir-1700
ENSGALG00000025298,gga-mir-1751
ENSGALG00000025299,gga-mir-1792
ENSGALG00000025300,gga-mir-1772
ENSGALG00000025302,SNORD71
ENSGALG00000025303,
ENSGALG00000025304,gga-mir-1577
ENSGALG00000025305,gga-mir-1622
ENSGALG00000025307,gga-mir-1611
ENSGALG00000025309,gga-mir-1667
ENSGALG00000025312,gga-mir-1550
ENSGALG00000025313,gga-mir-1633
ENSGALG00000025314,gga-mir-1617
ENSGALG00000025315,
ENSGALG00000025316,
ENSGALG00000025318,gga-mir-1619
ENSGALG00000025319,SNORD111
ENSGALG00000025321,gga-mir-1668
ENSGALG00000025322,gga-mir-1730
ENSGALG00000025323,gga-mir-1748
ENSGALG00000025326,gga-mir-1560
ENSGALG00000025327,gga-mir-1634-1
ENSGALG00000025328,gga-mir-1601
ENSGALG00000025330,gga-mir-1783
ENSGALG00000025331,SNORA19
ENSGALG00000025332,gga-mir-1695
ENSGALG00000025333,gga-mir-1731
ENSGALG00000025334,gga-mir-1689
ENSGALG00000025335,
ENSGALG00000025337,SNORD100
ENSGALG00000025338,gga-mir-1710
ENSGALG00000025342,gga-mir-1640
ENSGALG00000025343,gga-mir-1788
ENSGALG00000025344,gga-mir-1718
ENSGALG00000025345,gga-mir-1665
ENSGALG00000025346,gga-mir-1762
ENSGALG00000025349,gga-mir-1802
ENSGALG00000025350,gga-mir-1779
ENSGALG00000025351,SNORD57
ENSGALG00000025352,
ENSGALG00000025353,gga-mir-1804
ENSGALG00000025354,gga-mir-1769
ENSGALG00000025355,SNORA5
ENSGALG00000025357,gga-mir-1736
ENSGALG00000025360,gga-mir-1791
ENSGALG00000025361,SNORA5
ENSGALG00000025364,gga-mir-1749
ENSGALG00000025365,gga-mir-1656
ENSGALG00000025367,gga-mir-1798
ENSGALG00000025369,gga-mir-1593
ENSGALG00000025370,gga-mir-1630
ENSGALG00000025372,gga-mir-1636
ENSGALG00000025373,gga-mir-1634-1
ENSGALG00000025374,gga-mir-1329
ENSGALG00000025376,gga-mir-1747
ENSGALG00000025378,gga-mir-1720
ENSGALG00000025379,gga-mir-1712
ENSGALG00000025380,gga-mir-1775
ENSGALG00000025382,gga-mir-1647
ENSGALG00000025383,gga-mir-1699
ENSGALG00000025385,gga-mir-1690
ENSGALG00000025386,gga-mir-1723
ENSGALG00000025387,
ENSGALG00000025388,gga-mir-1581
ENSGALG00000025390,snoU2_19
ENSGALG00000025393,Y_RNA
ENSGALG00000025394,gga-mir-1717
ENSGALG00000025395,gga-mir-1688
ENSGALG00000025396,gga-mir-1756a
ENSGALG00000025399,snoU2_19
ENSGALG00000025400,gga-mir-1759
ENSGALG00000025403,gga-mir-1815
ENSGALG00000025404,gga-mir-1590
ENSGALG00000025405,gga-mir-1684b
ENSGALG00000025407,U6
ENSGALG00000025413,7SK
ENSGALG00000025414,
ENSGALG00000025416,gga-mir-1811
ENSGALG00000025418,SNORA41
ENSGALG00000025419,gga-mir-1588
ENSGALG00000025421,
ENSGALG00000025422,gga-mir-1781
ENSGALG00000025423,gga-mir-1624
ENSGALG00000025424,gga-mir-1416
ENSGALG00000025425,gga-mir-199b
ENSGALG00000025426,
ENSGALG00000025427,gga-mir-1807
ENSGALG00000025429,gga-mir-1628
ENSGALG00000025430,gga-mir-1464
ENSGALG00000025431,
ENSGALG00000025432,
ENSGALG00000025433,gga-mir-1631
ENSGALG00000025435,gga-mir-1579
ENSGALG00000025437,gga-mir-762
ENSGALG00000025438,gga-mir-1600
ENSGALG00000025440,gga-mir-1797
ENSGALG00000025441,gga-mir-1626
ENSGALG00000025442,gga-mir-1637
ENSGALG00000025444,gga-mir-1652
ENSGALG00000025446,gga-mir-1760
ENSGALG00000025447,gga-mir-1719
ENSGALG00000025448,gga-mir-1463
ENSGALG00000025449,gga-mir-1755
ENSGALG00000025450,gga-mir-1685
ENSGALG00000025452,gga-mir-1786
ENSGALG00000025457,gga-mir-1608
ENSGALG00000025458,gga-mir-1809
ENSGALG00000025459,gga-mir-1451
ENSGALG00000025460,gga-mir-1653
ENSGALG00000025462,gga-mir-1780
ENSGALG00000025464,SNORA68
ENSGALG00000025465,gga-mir-1458
ENSGALG00000025467,
ENSGALG00000025468,U6
ENSGALG00000025469,gga-mir-1457
ENSGALG00000025470,gga-mir-1575
ENSGALG00000025473,gga-mir-1596
ENSGALG00000025474,gga-mir-1735
ENSGALG00000025476,gga-mir-1397
ENSGALG00000025477,gga-mir-1678
ENSGALG00000025478,gga-mir-1765
ENSGALG00000025479,gga-mir-1795
ENSGALG00000025480,
ENSGALG00000025481,gga-mir-1713
ENSGALG00000025482,SNORD63
ENSGALG00000025483,gga-mir-1651
ENSGALG00000025485,gga-mir-1591
ENSGALG00000025486,SNORD103
ENSGALG00000025487,gga-mir-1604
ENSGALG00000025489,
ENSGALG00000025490,gga-mir-1793
ENSGALG00000025491,gga-mir-1669
ENSGALG00000025493,SNORD111
ENSGALG00000025494,gga-mir-1564
ENSGALG00000025496,gga-mir-1670
ENSGALG00000025497,
ENSGALG00000025499,gga-mir-1752
ENSGALG00000025500,gga-mir-1770
ENSGALG00000025501,gga-mir-1705
ENSGALG00000025505,gga-mir-1777
ENSGALG00000025506,gga-mir-1744
ENSGALG00000025508,gga-mir-1703
ENSGALG00000025509,gga-mir-1465
ENSGALG00000025510,gga-mir-1559
ENSGALG00000025511,
ENSGALG00000025512,gga-mir-1556
ENSGALG00000025513,gga-mir-1598
ENSGALG00000025515,gga-mir-1582
ENSGALG00000025516,gga-mir-1753
ENSGALG00000025517,SNORA14
ENSGALG00000025521,gga-mir-1602
ENSGALG00000025522,gga-mir-1738
ENSGALG00000025523,
ENSGALG00000025525,gga-mir-1799
ENSGALG00000025526,gga-mir-222b
ENSGALG00000025528,gga-mir-1616
ENSGALG00000025529,gga-mir-1612
ENSGALG00000025530,
ENSGALG00000025532,gga-mir-1813-1
ENSGALG00000025533,gga-mir-1729
ENSGALG00000025534,gga-mir-1728
ENSGALG00000025535,gga-mir-1554
ENSGALG00000025538,gga-mir-1585
ENSGALG00000025539,gga-mir-1724
ENSGALG00000025541,SNORA33
ENSGALG00000025542,gga-mir-1787
ENSGALG00000025543,gga-mir-1557
ENSGALG00000025545,gga-mir-1816
ENSGALG00000025546,gga-mir-1607
ENSGALG00000025547,gga-mir-1743
ENSGALG00000025549,gga-mir-1641
ENSGALG00000025550,gga-mir-1774
ENSGALG00000025551,gga-mir-1684a
ENSGALG00000025553,gga-mir-1587
ENSGALG00000025554,gga-mir-1580
ENSGALG00000025556,SNORD88
ENSGALG00000025557,RNase_MRP
ENSGALG00000025559,gga-mir-1677
ENSGALG00000025561,gga-mir-1643
ENSGALG00000025562,gga-mir-1767
ENSGALG00000025563,gga-mir-1629
ENSGALG00000025564,SNORD15
ENSGALG00000025565,gga-mir-1739
ENSGALG00000025567,gga-mir-1686
ENSGALG00000025569,gga-mir-1578
ENSGALG00000025570,
ENSGALG00000025572,gga-mir-1597
ENSGALG00000025575,gga-mir-1784
ENSGALG00000025576,gga-mir-1715
ENSGALG00000025577,gga-mir-1794
ENSGALG00000025578,gga-mir-1805
ENSGALG00000025579,gga-mir-1716
ENSGALG00000025580,gga-mir-1610
ENSGALG00000025581,
ENSGALG00000025582,U5
ENSGALG00000025583,SNORA12
ENSGALG00000025584,SCARNA6
ENSGALG00000025585,SCARNA3
ENSGALG00000025586,gga-mir-2128
ENSGALG00000025587,SNORA77
ENSGALG00000025588,
ENSGALG00000025589,U6
ENSGALG00000025590,SCARNA16
ENSGALG00000025591,Vault
ENSGALG00000025592,SCARNA14
ENSGALG00000025593,snoZ17
ENSGALG00000025594,U5
ENSGALG00000025595,snoZ39
ENSGALG00000025597,7SK
ENSGALG00000025598,SNORD50
ENSGALG00000025599,SNORD11
ENSGALG00000025600,SNORD37
ENSGALG00000025603,SNORD69
ENSGALG00000025605,SCARNA23
ENSGALG00000025607,7SK
ENSGALG00000025608,U6
ENSGALG00000025609,U1
ENSGALG00000025611,SNORD121A
ENSGALG00000025612,U6
ENSGALG00000025613,Vault
ENSGALG00000025614,SCARNA15
ENSGALG00000025615,SCARNA11
ENSGALG00000025616,SCARNA24
ENSGALG00000025617,SNORD2
ENSGALG00000025619,U1
ENSGALG00000025620,SNORA58
ENSGALG00000025621,SCARNA20
ENSGALG00000025622,U6
ENSGALG00000025626,SNORA51
ENSGALG00000025629,SNORA20
ENSGALG00000025630,U6
ENSGALG00000025631,NRON
ENSGALG00000025633,SNORA15
ENSGALG00000025635,snoU54
ENSGALG00000025637,SNORA4
ENSGALG00000025639,SNORA31
ENSGALG00000025640,U4
ENSGALG00000025641,SNORD121A
ENSGALG00000025644,U4
ENSGALG00000025645,U6
ENSGALG00000025646,SNORD19
ENSGALG00000025648,U4atac
ENSGALG00000025650,RNaseP_nuc
ENSGALG00000025653,snoU85
ENSGALG00000025654,SNORD62
ENSGALG00000025655,snoR11
ENSGALG00000025657,gga-mir-2127
ENSGALG00000025658,snoU2-30
ENSGALG00000025659,gga-mir-2129
ENSGALG00000025660,SNORD121A
ENSGALG00000025662,SNORA40
ENSGALG00000025663,U6
ENSGALG00000025664,U6
ENSGALG00000025665,SNORD19B
ENSGALG00000025667,SNORA66
ENSGALG00000025669,SNORA56
ENSGALG00000025670,U7
ENSGALG00000025671,SCARNA1
ENSGALG00000025672,SNORD97
ENSGALG00000025673,gga-mir-2130
ENSGALG00000025674,SNORD127
ENSGALG00000025675,SNORA84
ENSGALG00000025677,SCARNA8
ENSGALG00000025678,snoU109
ENSGALG00000025679,SNORD11B
ENSGALG00000025680,SNORA25
ENSGALG00000025682,U6
ENSGALG00000025683,U6
ENSGALG00000025684,gga-mir-2188
ENSGALG00000025685,gga-mir-2131
ENSGALG00000025686,U6
ENSGALG00000025688,HAR1A
ENSGALG00000025689,SNORD125
ENSGALG00000025692,SNORA65
ENSGALG00000025696,U1
ENSGALG00000025699,U1
ENSGALG00000025701,SNORD5
ENSGALG00000025704,SCARNA15
ENSGALG00000025706,SCARNA6
ENSGALG00000025709,SNORD63
ENSGALG00000025710,gga-mir-6689
ENSGALG00000025711,H3-IX
ENSGALG00000025712,DEF8
ENSGALG00000025713,
ENSGALG00000025714,
ENSGALG00000025715,HSPE1
ENSGALG00000025716,
ENSGALG00000025717,
ENSGALG00000025718,
ENSGALG00000025720,C15orf43
ENSGALG00000025721,
ENSGALG00000025722,
ENSGALG00000025723,
ENSGALG00000025724,
ENSGALG00000025725,
ENSGALG00000025726,
ENSGALG00000025727,
ENSGALG00000025728,
ENSGALG00000025729,CDK5R2
ENSGALG00000025730,RIPPLY3
ENSGALG00000025731,
ENSGALG00000025732,
ENSGALG00000025733,
ENSGALG00000025734,U1
ENSGALG00000025735,PDE6H
ENSGALG00000025736,
ENSGALG00000025737,gga-mir-3524b
ENSGALG00000025738,RHOU
ENSGALG00000025739,RUFY4
ENSGALG00000025740,EN1
ENSGALG00000025741,
ENSGALG00000025743,CDR2
ENSGALG00000025744,
ENSGALG00000025745,ARHGAP27
ENSGALG00000025746,
ENSGALG00000025747,NQO2
ENSGALG00000025748,FGF9
ENSGALG00000025749,
ENSGALG00000025750,
ENSGALG00000025751,NMRK2
ENSGALG00000025752,
ENSGALG00000025754,
ENSGALG00000025755,SPTSSA
ENSGALG00000025756,TMEM138
ENSGALG00000025757,
ENSGALG00000025758,
ENSGALG00000025759,TFDP2
ENSGALG00000025760,uc_338
ENSGALG00000025762,uc_338
ENSGALG00000025763,
ENSGALG00000025764,FKBP10
ENSGALG00000025765,
ENSGALG00000025766,
ENSGALG00000025767,
ENSGALG00000025768,
ENSGALG00000025769,gga-mir-6565
ENSGALG00000025770,ARX
ENSGALG00000025771,PLCD3
ENSGALG00000025772,ELOVL3
ENSGALG00000025773,
ENSGALG00000025774,HOXB2
ENSGALG00000025775,gga-mir-6649
ENSGALG00000025776,EMID1
ENSGALG00000025778,
ENSGALG00000025779,
ENSGALG00000025780,ITPRIP
ENSGALG00000025781,
ENSGALG00000025782,gga-mir-6616
ENSGALG00000025783,uc_338
ENSGALG00000025784,
ENSGALG00000025785,gga-mir-6706
ENSGALG00000025786,H4-I
ENSGALG00000025787,CDK5RAP3
ENSGALG00000025788,CACNB1
ENSGALG00000025789,gga-mir-6614
ENSGALG00000025790,uc_338
ENSGALG00000025791,
ENSGALG00000025792,FRRS1L
ENSGALG00000025793,uc_338
ENSGALG00000025794,
ENSGALG00000025795,ARHGAP23
ENSGALG00000025796,ADI1
ENSGALG00000025797,
ENSGALG00000025798,
ENSGALG00000025799,
ENSGALG00000025800,
ENSGALG00000025801,
ENSGALG00000025802,CCDC94
ENSGALG00000025803,
ENSGALG00000025804,CLCN2
ENSGALG00000025805,CDKN2A
ENSGALG00000025806,gga-mir-1613
ENSGALG00000025807,
ENSGALG00000025808,gga-mir-6646-2
ENSGALG00000025809,TMEM161A
ENSGALG00000025810,CCNB3
ENSGALG00000025811,CMC1
ENSGALG00000025812,
ENSGALG00000025813,
ENSGALG00000025814,MRPL9
ENSGALG00000025815,
ENSGALG00000025816,RHOD
ENSGALG00000025817,NHLH1
ENSGALG00000025818,KCNK5
ENSGALG00000025819,UQCRFS1
ENSGALG00000025820,
ENSGALG00000025821,CLDN16
ENSGALG00000025822,CYP1B1
ENSGALG00000025823,
ENSGALG00000025824,
ENSGALG00000025825,
ENSGALG00000025826,
ENSGALG00000025829,
ENSGALG00000025831,C2orf70
ENSGALG00000025832,
ENSGALG00000025833,
ENSGALG00000025834,uc_338
ENSGALG00000025835,SV2A
ENSGALG00000025837,
ENSGALG00000025839,
ENSGALG00000025840,COR9
ENSGALG00000025841,uc_338
ENSGALG00000025842,BRT-1
ENSGALG00000025843,
ENSGALG00000025844,AMT
ENSGALG00000025845,
ENSGALG00000025846,CLPB
ENSGALG00000025847,
ENSGALG00000025848,gga-mir-6622
ENSGALG00000025850,
ENSGALG00000025851,GPRIN3
ENSGALG00000025853,
ENSGALG00000025854,SLC39A5
ENSGALG00000025855,
ENSGALG00000025856,
ENSGALG00000025857,
ENSGALG00000025858,LUZP1
ENSGALG00000025859,
ENSGALG00000025860,
ENSGALG00000025861,gga-mir-6670
ENSGALG00000025862,TMEM26
ENSGALG00000025863,
ENSGALG00000025864,WTIP
ENSGALG00000025865,
ENSGALG00000025866,
ENSGALG00000025867,ALX3
ENSGALG00000025868,TAF1C
ENSGALG00000025869,
ENSGALG00000025870,
ENSGALG00000025871,FK21
ENSGALG00000025872,
ENSGALG00000025873,
ENSGALG00000025874,CPXM1
ENSGALG00000025875,ALX-4
ENSGALG00000025876,TPO
ENSGALG00000025877,
ENSGALG00000025878,HOXA11-AS1_4
ENSGALG00000025879,
ENSGALG00000025880,
ENSGALG00000025881,
ENSGALG00000025882,
ENSGALG00000025883,
ENSGALG00000025884,NABP1
ENSGALG00000025885,COR7A
ENSGALG00000025886,SUSD3
ENSGALG00000025887,ATF3
ENSGALG00000025888,uc_338
ENSGALG00000025890,
ENSGALG00000025891,
ENSGALG00000025892,RAB12
ENSGALG00000025893,TMEM79
ENSGALG00000025894,JTB
ENSGALG00000025895,
ENSGALG00000025896,
ENSGALG00000025897,TRIM67
ENSGALG00000025898,SMAD6
ENSGALG00000025899,
ENSGALG00000025900,
ENSGALG00000025901,
ENSGALG00000025902,
ENSGALG00000025903,
ENSGALG00000025904,WDR82
ENSGALG00000025905,
ENSGALG00000025906,HS6ST3
ENSGALG00000025907,ZBTB7A
ENSGALG00000025908,
ENSGALG00000025909,uc_338
ENSGALG00000025911,ARHGDIG
ENSGALG00000025912,
ENSGALG00000025913,
ENSGALG00000025914,
ENSGALG00000025915,ARRDC3
ENSGALG00000025916,EMILIN3
ENSGALG00000025917,
ENSGALG00000025919,BAMBI
ENSGALG00000025920,SNORD83
ENSGALG00000025921,
ENSGALG00000025922,gga-mir-6700
ENSGALG00000025923,
ENSGALG00000025924,AQP10
ENSGALG00000025925,
ENSGALG00000025926,MZB1
ENSGALG00000025927,RAD23A
ENSGALG00000025928,CILP2
ENSGALG00000025929,HOXA5
ENSGALG00000025930,PHC2
ENSGALG00000025931,
ENSGALG00000025932,
ENSGALG00000025933,ARL2BP
ENSGALG00000025934,LAT2
ENSGALG00000025935,XPNPEP2
ENSGALG00000025936,uc_338
ENSGALG00000025937,FXYD6
ENSGALG00000025938,KIAA0513
ENSGALG00000025939,
ENSGALG00000025940,
ENSGALG00000025941,RGS20
ENSGALG00000025942,VAV1
ENSGALG00000025944,
